text,aspect_term,from,to,polarity
"Even though the restaurant was packed, we were seated promptly and even asked for a table upstairs with no problems.",seated,47,53,1
"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.",white sauce,70,81,-1
"If you want Americanized Chinese food with your usual watery, generic white sauce, this is your place.",Chinese food,25,37,0
"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",bread,4,9,1
"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",paratha bread,22,35,1
"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",bread,54,59,-1
"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",stuffing,91,99,1
"The bread is the soft paratha bread (unlike the plain bread they use in Calcutta), and the stuffing is tandoori styled and very flavorful.",tandoori,103,111,1
"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",Service,0,7,1
"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",prices,21,27,1
"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",delivery time,39,52,-1
"Service is friendly, prices are good - delivery time was a little slow, but for the way this pizza tastes, I'm willing to overlook it.",pizza,93,98,1
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,72,76,1
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,price,88,93,1
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,113,117,1
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,125,129,0
The food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like.,food,143,147,-1
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",service,4,11,1
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",decor,30,35,1
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",food,54,58,1
"The service is excellent, the decor is great, and the food is delicious and comes in large portions.",portions,91,99,1
An excellent service,service,13,20,1
"The food however, is what one might expect.",food,4,8,0
I LOVE their Thai noodles with shrimp and chicken and coconut juice is the MUST!,Thai noodles with shrimp and chicken and coconut juice,13,67,1
The pizza was really good.,pizza,4,9,1
"The only possible drawback to this last point is that as of the date of this posting, the additional menu items are only written in Chinese.",menu items,101,111,-1
"Food is average, and I would say even the chain restaurant Baluchi's tastes better.",Food,0,4,0
The place is small and cramped but the food is fantastic.,place,4,9,-1
The place is small and cramped but the food is fantastic.,food,39,43,1
The food is tasty and portion sizes are appropriate.,food,4,8,1
The food is tasty and portion sizes are appropriate.,portion sizes,22,35,1
Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,Kosher dills,0,12,1
Kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them.,sandwich,62,70,1
The entertainment was great they have shows that go on through out the dinner.,shows,38,43,1
The entertainment was great they have shows that go on through out the dinner.,dinner,71,77,0
The entertainment was great they have shows that go on through out the dinner.,entertainment,4,17,1
The food is so cheap and the waiters are nice.,food,4,8,1
The food is so cheap and the waiters are nice.,waiters,29,36,1
The food there is so good that even to order out the wait is incredible.,food,4,8,1
The food there is so good that even to order out the wait is incredible.,wait,53,57,-1
The bartender on my most recent visit was so incredibly rude that I will never go back.,bartender,4,13,-1
"Their sushi, Kamikaze and other Rolls are fresh and well presented.",sushi,6,11,1
"Their sushi, Kamikaze and other Rolls are fresh and well presented.",Kamikaze,13,21,1
"Their sushi, Kamikaze and other Rolls are fresh and well presented.",Rolls,32,37,1
"For authentic Thai food, look no further than Toons.",Thai food,14,23,1
"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",mayonaisse,35,45,-1
"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",food runners,94,106,0
"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",bill,142,146,-1
"The highlight of the night was the mayonaisse for my side of fries I received from one of the food runners, which is not good considering the bill was nearly $100.",fries,61,66,-1
"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",braised lamb shank in red wine,44,74,1
"I choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",special,31,38,1
"If anyones has doubt of not knowing enough about wines,please check their wine list.",wines,49,54,0
"If anyones has doubt of not knowing enough about wines,please check their wine list.",wine list,74,83,1
"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.",waitstaff,57,66,-1
"The only concern i have is with the slighly all-business waitstaff who order and throw the food down, rushing you out.",food,91,95,0
Have the iced tea.,iced tea,9,17,1
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",salmon,38,44,-1
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",chicken,78,85,1
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",servings,6,14,-1
"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",entree,24,30,-1
you can actually get 2 salads worth if u take it home and add it to some lettuce!,salads,23,29,-1
you can actually get 2 salads worth if u take it home and add it to some lettuce!,lettuce,73,80,0
The ambience is very romantic and definitely a good place to bring a date.,ambience,4,12,1
The ambience is very romantic and definitely a good place to bring a date.,place,52,57,1
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",bar,28,31,1
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",tables,70,76,-1
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",waiter,85,91,0
"It is far more popular as a bar than as a restaurant, with only a few tables and the waiter being the bartender, but we greatly enjoyed the unobtrusive atmosphere.",bartender,102,111,0
