text,aspect_term,from,to,polarity
"So then you may be lucky to get ahold to someone who understands that its no good and they will let you send it back, but of course you are taking a chance of them testing it out to see what has happened, and they tell you that it was not on their side , then you are stuck paying for the repair (the price of a new one).",price,301,306,-1
"It is so simple to use, I use it more than my desktop.",use,19,22,1
I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,touchpad,30,38,-1
I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,screen,90,96,0
I also had a problem with the touchpad that caused the mouse pointer to jump all over the screen.,mouse pointer,55,68,-1
I have had no problems with it unlike some hardware defects on past models.,hardware,43,51,-1
"EITHER WAY, THE KEYBOARD IS UNSATISFACTORY.",KEYBOARD,16,24,-1
"Well, I have to say since I bought my Mac, I won't ever go back to any Windows.",Windows,71,78,-1
"I took it in to the Apple store and guess what? They fixed it, no cost out of pocket.",cost,66,70,-1
"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",quality,4,11,1
"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",engineering design,13,31,1
"The quality, engineering design and warranty are superior--covers damage from dropping the laptop.",warranty,36,44,1
"The applications are also very easy to find and maneuver, much easier than any other computer I have ever owned.",applications,4,16,1
The large screen gives you the option to comfortably watch movies or TV shows on your computer instead of buying an additional TV for your dorm room.,screen,10,16,1
"Great laptop for school, easy to use for beginners in the household.",use,33,36,1
"4) Laptop still did not work, blue screen within a week...",work,24,28,-1
"The only thing that isn't perfect about this netbook is the speakers, they are not loud at all but I expected that.",speakers,60,68,-1
"Of course, I inspected the other netbooks and clearly their hinges are tighter and I even demonstrate the difference between my netbook and others.",hinges,60,66,-1
Not to mention the fact that your mac comes fully loaded with all necessary basic programs.,programs,82,90,1
Didn't work when shipped from Walmart.com but went into a store and exchanged for a working laptop (same make/model).,work,7,11,-1
If this is an improvement in Customer Service then I would hate too see what it was before!,Customer Service,29,45,-1
"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",programs,11,19,1
"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",Keynote,21,28,0
"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",Pages,30,35,0
"All of the programs (Keynote, Pages, Numbers) have an option to save your documents as Microsoft compatible, which really eliminates the need for the actual.",Numbers,37,44,0
"Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.",expense,32,39,-1
"Sure, the initial out of pocket expense is greater, but that should not dissuade anyone from the fact that these machines run like none other on the planet, and when I factor in all the money in that I wasted on Geek Squad and the latest patches to de-corrupt my infested PCs, it probably comes out about even anyhow.",run,122,125,1
"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price.",components,112,122,1
"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price.",price,151,156,1
"The best thing to do is build your own computer, but if u can't company's like dell who allow you to choose the components are better and for the same price you can get a computer who compares to one of apple $2000 systems and if you google ""dell coupons"" you can find codes that take a signifant  amount off the price.",price,313,318,1
"There is no cd drive on the computer, which defeats the purpose of keeping files on a cd.",cd drive,12,20,-1
For me I was lucky and a local store was selling them for $2000 off and Best Buy matched their price so I was able to buy one for under $1000,price,95,100,1
"Unfortunately, Apple's quality has continued to slide.",quality,23,30,-1
I believe that the quality of a mac is worth the price.,quality,19,26,1
I believe that the quality of a mac is worth the price.,price,49,54,1
sometimes you will be moving your finger and the pointer will not even move.,pointer,49,56,-1
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",shipping,57,65,1
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",price,100,105,1
"The 13"" Macbook Pro just fits in my budget and with free shipping and no tax to CA this is the best price we can get for a great product.",budget,36,42,1
"I would rate this computer at 5 stars, but considering it has a short life span I can only give it 1 and implore anyone looking at laptops to stay away from this machine.",life span,70,79,-1
"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",design,16,22,1
"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",looks,28,33,1
"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",feel,39,43,1
"I also love the design, the looks, the feel, and the my toshiba feature is wonderfull.",my toshiba feature,53,71,1
The layout of the MacBook is horrible and confusing;,layout,4,10,-1
Was not happy with one of the programs on it.,one of the programs,19,38,-1
"Also it is very good for college students who just need a reliable, easy to use computer.",use,76,79,1
